firstname,lastname,birthDate,height,weight,bats,throws,yearID,age,lgID,teamID,POS,G,PA,AB,R,H,X1B,X2B,X3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GIDP,mergeon,switch
darnell,coles,19620602,185,83,R,R,1985,23,AL,SEA,SS,27,71,59,8,14,9,4,0,1,21,5,0,1,0,2,9,0,1,17,0,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1986,24,AL,DET,3B,142,587,521,67,142,90,30,2,20,236,86,6,2,7,8,45,3,6,84,8,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1987,25,AL,DET,3B,53,169,149,14,27,17,5,1,4,46,15,0,1,2,1,15,1,2,23,1,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1987,25,NL,PIT,RF,40,144,119,20,27,13,8,0,6,53,24,1,3,3,2,19,2,1,20,3,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1988,26,AL,SEA,LF,55,221,195,32,57,36,10,1,10,99,34,3,2,2,3,17,0,4,26,5,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1988,26,NL,PIT,RF,68,241,211,20,49,30,13,1,5,79,36,1,1,0,7,20,1,3,41,3,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1989,27,AL,SEA,RF,146,573,535,54,135,101,21,3,10,192,59,5,4,2,3,27,1,6,61,13,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1990,28,AL,DET,3B,52,122,108,13,22,19,2,0,1,27,4,0,4,1,1,12,1,0,21,3,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1990,28,AL,SEA,RF,37,113,107,9,23,15,5,1,2,36,16,0,0,0,1,4,1,1,17,1,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1991,29,NL,SFN,RF,11,14,14,1,3,3,0,0,0,3,0,0,0,0,0,0,0,0,2,1,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1992,30,NL,CIN,3B,55,149,141,16,44,28,11,2,3,68,18,1,0,3,2,3,0,0,15,1,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1993,31,AL,TOR,LF,64,217,194,26,49,35,9,1,4,72,26,1,1,1,2,16,1,4,29,3,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1994,32,AL,TOR,LF,48,156,143,15,30,19,6,1,4,50,15,0,0,0,2,10,0,1,25,2,coles 19620602,0
darnell,coles,19620602,185,83,R,R,1995,33,NL,SLN,3B,63,158,138,13,31,21,7,0,3,47,16,0,0,0,1,16,1,3,20,1,coles 19620602,0
darnell,coles,19620602,185,84,R,R,1996,34,Central League,Dragons,IF,130,579,513,77,155,110,15,1,29,259,79,0,3,3,3,54,3,6,79,12,coles 19620602,1
darnell,coles,19620602,185,84,R,R,1997,35,Central League,Tigers,OF,63,246,231,28,56,33,16,0,7,93,28,0,0,0,1,13,0,1,40,14,coles 19620602,-1
darnell,coles,19620602,185,83,R,R,1997,35,NL,COL,3B,21,23,22,1,7,5,1,0,1,11,2,0,0,0,0,0,0,1,6,0,coles 19620602,2
keith,comstock,19551223,180,78,S,L,1985,30,Central League,Giants,P,21,46,40,2,7,6,1,0,0,8,6,0,0,5,0,0,0,1,16,2,comstock 19551223,0
keith,comstock,19551223,180,78,S,L,1986,31,Central League,Giants,P,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,comstock 19551223,0
keith,comstock,19551223,183,78,L,L,1987,31,NL,SDN,P,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,comstock 19551223,1
keith,comstock,19551223,183,78,L,L,1987,31,NL,SFN,P,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,comstock 19551223,-1
brooks,conrad,19800116,178,86,B,R,2008,28,AL,OAK,3B,6,19,19,0,3,2,1,0,0,4,2,0,0,0,0,0,0,0,9,1,conrad 19800116,0
brooks,conrad,19800116,178,86,B,R,2009,29,NL,ATL,2B,30,58,54,7,11,6,1,2,2,22,8,0,0,0,0,3,1,1,14,1,conrad 19800116,0
brooks,conrad,19800116,178,86,B,R,2010,30,NL,ATL,3B,103,177,156,31,39,19,11,1,8,76,33,5,1,4,0,16,0,1,45,0,conrad 19800116,0
brooks,conrad,19800116,178,86,B,R,2011,31,NL,ATL,3B,92,122,103,11,23,14,5,0,4,40,13,2,0,2,1,15,2,1,41,0,conrad 19800116,0
brooks,conrad,19800116,178,86,B,R,2012,32,AL,TBA,3B,24,61,58,4,10,3,5,0,2,21,9,0,0,0,0,3,0,0,27,2,conrad 19800116,0
brooks,conrad,19800116,178,86,B,R,2012,32,NL,MIL,1B,25,44,40,2,3,1,0,0,2,9,6,0,0,0,1,3,0,0,16,0,conrad 19800116,0
brooks,conrad,19800116,178,86,S,R,2013,33,Central League,Tigers,3B,24,69,57,1,10,4,6,0,0,16,0,0,0,0,0,11,2,1,23,1,conrad 19800116,1
brooks,conrad,19800116,178,86,B,R,2014,34,NL,SDN,2B,13,34,30,2,3,1,1,0,1,7,2,0,0,0,1,3,0,0,14,0,conrad 19800116,2
scott,coolbaugh,19660613,178,83,R,R,1989,23,AL,TEX,3B,25,57,51,7,14,11,1,0,2,21,7,0,0,1,1,4,0,0,12,2,coolbaugh 19660613,0
scott,coolbaugh,19660613,178,83,R,R,1990,24,AL,TEX,3B,67,201,180,21,36,28,6,0,2,48,13,1,0,4,1,15,0,1,47,2,coolbaugh 19660613,0
scott,coolbaugh,19660613,178,83,R,R,1991,25,NL,SDN,3B,60,205,180,12,39,28,8,1,2,55,15,0,3,4,1,19,2,1,45,8,coolbaugh 19660613,0
scott,coolbaugh,19660613,178,83,R,R,1994,28,NL,SLN,3B,15,23,21,4,4,2,0,0,2,10,6,0,0,0,1,1,0,0,4,3,coolbaugh 19660613,0
scott,coolbaugh,19660613,180,87,R,R,1995,29,Central League,Tigers,IF,127,533,468,56,130,82,25,1,22,223,77,1,5,2,6,53,2,4,102,13,coolbaugh 19660613,1
scott,coolbaugh,19660613,180,87,R,R,1996,30,Central League,Tigers,IF,48,182,167,14,35,28,4,1,2,47,16,1,0,0,1,13,3,1,39,3,coolbaugh 19660613,-1
scott,cooper,19671013,191,90,L,R,1990,22,AL,BOS,IF,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,cooper 19671013,0
scott,cooper,19671013,191,90,L,R,1991,23,AL,BOS,3B,14,37,35,6,16,10,4,2,0,24,7,0,0,0,0,2,0,0,2,0,cooper 19671013,0
scott,cooper,19671013,191,90,L,R,1992,24,AL,BOS,1B,123,378,337,34,93,67,21,0,5,129,33,1,1,2,2,37,0,0,33,5,cooper 19671013,0
scott,cooper,19671013,191,90,L,R,1993,25,AL,BOS,3B,156,596,526,67,147,106,29,3,9,209,63,5,2,4,3,58,15,5,81,8,cooper 19671013,0
scott,cooper,19671013,191,90,L,R,1994,26,AL,BOS,3B,104,406,369,49,104,71,16,4,13,167,53,0,3,1,5,30,2,1,65,6,cooper 19671013,0
scott,cooper,19671013,191,90,L,R,1995,27,NL,SLN,3B,118,430,374,29,86,63,18,2,3,117,40,0,3,0,4,49,3,3,85,9,cooper 19671013,0
scott,cooper,19671013,187,95,L,R,1996,29,Pacific League,Lions,IF,81,318,276,27,67,47,13,0,7,101,27,1,2,2,1,37,0,2,51,6,cooper 19671013,1
scott,cooper,19671013,191,90,L,R,1997,29,AL,KCA,3B,75,182,159,12,32,22,6,1,3,49,15,1,1,2,2,17,0,2,32,4,cooper 19671013,2
tim,corcoran,19780415,188,92,R,R,2006,28,AL,TBA,P,21,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,corcoran 19780415,0
tim,corcoran,19780415,188,93,R,R,2013,35,Central League,Bay Stars,P,7,11,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,corcoran 19780415,1
ray,cosey,19560215,178,83,L,L,1980,24,AL,OAK,OF,9,9,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cosey 19560215,0
ray,cosey,19560215,178,84,L,L,1981,25,Central League,Dragons,OF,120,372,342,40,86,60,9,2,15,144,41,2,4,7,4,18,2,1,51,7,cosey 19560215,1
henry,cotto,19610105,188,80,R,R,1984,23,NL,CHN,CF,105,160,146,24,40,35,5,0,0,45,8,9,3,3,0,10,2,1,23,1,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1985,24,AL,NYA,CF,34,60,56,4,17,15,1,0,1,21,6,1,1,1,0,3,0,0,12,1,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1986,25,AL,NYA,CF,35,83,80,11,17,13,3,0,1,23,6,3,0,0,1,2,0,0,17,3,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1987,26,AL,NYA,CF,68,156,149,21,35,20,10,0,5,60,20,4,2,0,0,6,0,1,35,7,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1988,27,AL,SEA,CF,133,418,386,50,100,73,18,1,8,144,33,27,3,4,3,23,0,2,53,8,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1989,28,AL,SEA,LF,100,310,295,44,78,56,11,2,9,120,33,10,4,0,0,12,3,3,44,4,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1990,29,AL,SEA,RF,127,390,355,40,92,71,14,3,4,124,33,21,3,6,3,22,2,4,52,13,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1991,30,AL,SEA,LF,66,192,177,35,54,40,6,2,6,82,23,16,3,2,1,10,0,2,27,7,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1992,31,AL,SEA,LF,108,313,294,42,76,59,11,1,5,104,27,23,2,3,1,14,3,1,49,2,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1993,32,AL,SEA,LF,54,109,105,10,20,17,1,0,2,27,7,5,4,1,0,2,0,1,22,0,cotto 19610105,0
henry,cotto,19610105,188,80,R,R,1993,32,NL,FLO,RF,54,142,135,15,40,30,7,0,3,56,14,11,1,1,2,3,0,1,18,3,cotto 19610105,0
henry,cotto,19610105,186,82,R,R,1994,33,Central League,Giants,OF,107,403,383,45,96,62,16,0,18,166,52,2,4,1,2,14,0,3,82,11,cotto 19610105,1
steve,cox,19741031,193,102,L,L,1999,24,AL,TBA,1B,6,19,19,0,4,3,1,0,0,5,0,0,0,0,0,0,0,0,2,2,cox 19741031,0
steve,cox,19741031,193,102,L,L,2000,25,AL,TBA,RF,116,369,318,44,90,59,19,1,11,144,35,1,2,0,1,45,2,5,47,9,cox 19741031,0
steve,cox,19741031,193,102,L,L,2001,26,AL,TBA,1B,108,378,342,37,88,54,22,0,12,146,51,2,2,0,2,24,0,10,75,11,cox 19741031,0
steve,cox,19741031,193,102,L,L,2002,27,AL,TBA,1B,148,633,560,65,142,95,30,1,16,222,72,5,0,0,6,60,5,7,116,15,cox 19741031,0
steve,cox,19741031,192,102,L,L,2003,29,Central League,Bay Stars,IF,15,57,50,5,10,8,1,0,1,14,7,0,0,0,0,7,0,0,17,3,cox 19741031,1
doug,creek,19690301,178,92,L,L,1996,27,NL,SFN,P,63,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,creek 19690301,0
doug,creek,19690301,178,92,L,L,1997,28,NL,SFN,P,3,5,3,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,creek 19690301,0
doug,creek,19690301,180,90,L,L,1998,29,Central League,Tigers,P,7,8,8,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,creek 19690301,1
doug,creek,19690301,178,92,L,L,2002,33,AL,TBA,P,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,creek 19690301,2
felipe,crespo,19730305,180,88,B,R,1996,23,AL,TOR,2B,22,64,49,6,9,5,4,0,0,13,4,1,0,0,0,12,0,3,13,0,crespo 19730305,0
felipe,crespo,19730305,180,88,B,R,1997,24,AL,TOR,3B,12,31,28,3,8,6,0,1,1,13,5,0,0,1,0,2,0,0,4,1,crespo 19730305,0
felipe,crespo,19730305,180,88,B,R,1998,25,AL,TOR,RF,66,153,130,11,34,24,8,1,1,47,15,4,3,4,2,15,1,2,27,1,crespo 19730305,0
felipe,crespo,19730305,180,88,B,R,2000,27,NL,SFN,LF,89,150,131,17,38,27,6,1,4,58,29,3,2,2,3,10,2,4,23,3,crespo 19730305,0
felipe,crespo,19730305,180,88,B,R,2001,28,NL,PHI,LF,33,47,41,1,7,3,3,1,0,12,5,0,0,0,2,4,0,0,8,0,crespo 19730305,0
felipe,crespo,19730305,180,88,B,R,2001,28,NL,SFN,1B,40,78,66,8,13,8,1,0,4,26,10,1,1,1,2,7,1,2,26,2,crespo 19730305,0
felipe,crespo,19730305,180,91,S,R,2002,29,Central League,Giants,OF,24,47,41,4,5,2,1,0,2,12,7,0,0,0,0,6,0,0,17,0,crespo 19730305,1
warren,cromartie,19530929,183,81,L,L,1974,21,NL,MON,LF,8,20,17,2,3,3,0,0,0,3,0,1,0,0,0,3,0,0,3,0,cromartie 19530929,0
warren,cromartie,19530929,183,81,L,L,1976,23,NL,MON,RF,33,82,81,8,17,16,1,0,0,18,2,1,2,0,0,1,0,0,5,2,cromartie 19530929,0
warren,cromartie,19530929,183,81,L,L,1977,24,NL,MON,LF,155,662,620,64,175,122,41,7,5,245,50,10,3,2,3,33,3,4,40,15,cromartie 19530929,0
warren,cromartie,19530929,183,81,L,L,1978,25,NL,MON,LF,159,655,607,77,180,132,32,6,10,254,56,8,8,2,6,33,5,7,60,15,cromartie 19530929,0
warren,cromartie,19530929,183,81,L,L,1979,26,NL,MON,LF,158,710,659,84,181,122,46,5,8,261,46,8,7,6,6,38,19,1,78,11,cromartie 19530929,0
warren,cromartie,19530929,183,81,L,L,1980,27,NL,MON,1B,162,657,597,74,172,120,33,5,14,257,70,8,8,4,3,51,24,2,64,24,cromartie 19530929,0
warren,cromartie,19530929,183,81,L,L,1981,28,NL,MON,1B,99,400,358,41,109,82,19,2,6,150,42,2,3,0,3,39,12,0,27,8,cromartie 19530929,0
warren,cromartie,19530929,183,81,L,L,1982,29,NL,MON,RF,144,574,497,59,126,85,24,3,14,198,62,3,0,1,4,69,15,3,60,10,cromartie 19530929,0
warren,cromartie,19530929,183,81,L,L,1983,30,NL,MON,RF,120,410,360,37,100,69,26,2,3,139,43,8,3,1,5,43,7,1,48,11,cromartie 19530929,0
warren,cromartie,19530929,183,90,L,L,1984,31,Central League,Giants,OF,122,488,457,68,128,69,23,1,35,258,93,4,4,0,2,25,8,4,68,11,cromartie 19530929,1
warren,cromartie,19530929,183,90,L,L,1985,32,Central League,Giants,OF,119,524,482,77,149,82,34,1,32,281,112,4,2,0,8,33,1,1,51,18,cromartie 19530929,-1
warren,cromartie,19530929,183,90,L,L,1986,33,Central League,Giants,OF,124,524,471,99,171,102,29,3,37,317,98,6,3,0,3,43,4,7,58,14,cromartie 19530929,-1
warren,cromartie,19530929,183,90,L,L,1987,34,Central League,Giants,OF,124,505,476,65,143,93,20,2,28,251,92,2,1,0,4,22,1,3,76,7,cromartie 19530929,-1
warren,cromartie,19530929,183,90,L,L,1988,35,Central League,Giants,OF,49,201,186,31,62,44,8,0,10,100,36,1,1,0,2,11,2,2,21,5,cromartie 19530929,-1
warren,cromartie,19530929,183,90,L,L,1989,36,Central League,Giants,OF,124,501,439,70,166,117,33,1,15,246,72,7,3,0,3,49,17,10,44,11,cromartie 19530929,-1
warren,cromartie,19530929,183,90,L,L,1990,37,Central League,Giants,OF,117,495,450,68,132,94,23,1,14,199,55,2,2,0,1,43,2,1,52,5,cromartie 19530929,-1
warren,cromartie,19530929,183,81,L,L,1991,38,AL,KCA,1B,69,148,131,13,41,31,7,2,1,55,20,1,3,1,1,15,0,0,18,3,cromartie 19530929,2
d.t.,cromer,19710319,188,86,L,L,2000,29,NL,CIN,1B,35,51,47,7,16,10,4,0,2,26,8,0,0,1,1,1,1,1,14,0,cromer 19710319,0
d.t.,cromer,19710319,188,86,L,L,2001,30,NL,CIN,1B,50,63,57,7,16,8,3,0,5,34,12,0,0,0,3,3,0,0,19,0,cromer 19710319,0
d.t.,cromer,19710319,186,98,L,L,2002,31,Pacific League,Fighters,OF,131,520,478,49,117,67,27,3,20,210,54,5,5,0,3,35,2,4,134,6,cromer 19710319,1
d.t.,cromer,19710319,186,98,L,L,2003,32,Pacific League,Fighters,OF,50,203,184,20,37,24,5,1,7,65,25,1,3,0,0,16,0,3,67,1,cromer 19710319,-1
tommy,cruz,19510215,175,74,L,L,1977,26,AL,CHA,LF,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cruz 19510215,0
tommy,cruz,19510215,175,80,L,L,1980,29,Pacific League,Fighters,OF,127,513,488,62,151,95,27,3,26,262,84,4,4,1,2,20,0,2,44,14,cruz 19510215,1
tommy,cruz,19510215,175,80,L,L,1981,30,Pacific League,Fighters,OF,116,502,465,65,138,88,30,2,18,226,75,2,1,0,3,32,2,2,36,10,cruz 19510215,-1
tommy,cruz,19510215,175,80,L,L,1982,31,Pacific League,Fighters,OF,125,507,477,55,128,86,24,1,17,205,67,1,1,1,4,22,3,3,39,21,cruz 19510215,-1
tommy,cruz,19510215,175,80,L,L,1983,32,Pacific League,Fighters,OF,113,482,434,34,139,106,21,1,11,195,74,2,1,0,6,39,0,3,32,10,cruz 19510215,-1
tommy,cruz,19510215,175,80,L,L,1984,33,Pacific League,Fighters,OF,124,527,489,66,170,103,36,2,29,297,96,0,1,0,5,33,6,0,37,12,cruz 19510215,-1
tommy,cruz,19510215,175,80,L,L,1985,34,Pacific League,Fighters,OF,107,464,427,63,137,99,17,2,19,215,70,0,0,0,5,32,3,0,32,11,cruz 19510215,-1
ivan,cruz,19680503,191,95,L,L,1997,29,AL,NYA,1B,11,22,20,0,5,4,1,0,0,6,3,0,0,0,0,2,0,0,4,0,cruz 19680503,0
ivan,cruz,19680503,191,95,L,L,1999,31,NL,PIT,1B,5,10,10,3,4,3,0,0,1,7,2,0,0,0,0,0,0,0,2,0,cruz 19680503,0
ivan,cruz,19680503,191,95,L,L,2000,32,NL,PIT,1B,8,11,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,1,cruz 19680503,0
ivan,cruz,19680503,188,103,L,L,2001,33,Central League,Tigers,IF,70,267,239,19,56,37,5,0,14,103,34,0,0,0,0,25,4,3,62,5,cruz 19680503,1
ivan,cruz,19680503,191,95,L,L,2002,34,NL,SLN,1B,17,15,14,2,5,4,0,0,1,8,3,0,0,0,0,1,0,0,3,0,cruz 19680503,2
ivan,cruz,19680503,188,103,L,L,2003,35,Central League,Dragons,IF,71,248,225,21,50,30,8,1,11,93,34,1,0,0,1,20,1,2,60,2,cruz 19680503,3
luis,cruz,19840210,185,95,R,R,2008,24,NL,PIT,SS,22,74,67,6,15,12,3,0,0,18,3,1,1,2,0,3,0,2,2,3,cruz 19840210,0
luis,cruz,19840210,185,95,R,R,2009,25,NL,PIT,SS,27,78,70,5,15,14,1,0,0,16,2,0,0,0,1,6,1,1,7,1,cruz 19840210,0
luis,cruz,19840210,185,95,R,R,2010,26,NL,MIL,SS,7,17,17,2,4,3,0,1,0,6,1,0,0,0,0,0,0,0,2,1,cruz 19840210,0
luis,cruz,19840210,185,95,R,R,2012,28,NL,LAN,3B,78,296,283,26,84,58,20,0,6,122,40,2,1,1,1,9,1,2,34,7,cruz 19840210,0
luis,cruz,19840210,185,95,R,R,2013,29,AL,NYA,3B,16,59,55,6,10,9,1,0,0,11,5,1,0,1,0,1,0,2,13,3,cruz 19840210,0
luis,cruz,19840210,185,95,R,R,2013,29,NL,LAN,3B,45,128,118,12,15,12,2,0,1,20,6,0,0,2,1,5,1,2,20,3,cruz 19840210,0
luis,cruz,19840210,183,95,R,R,2014,30,Pacific League,Marines,2B,126,478,453,38,108,59,32,1,16,190,61,1,2,0,5,18,1,2,47,13,cruz 19840210,1
luis,cruz,19840210,183,95,R,R,2015,31,Pacific League,Marines,2B,133,532,501,48,128,88,23,1,16,201,73,0,0,0,5,24,1,2,66,7,cruz 19840210,-1
luis,cruz,19840210,183,95,R,R,2016,32,Central League,Giants,2B,81,314,298,26,75,50,14,0,11,122,37,0,2,0,3,11,0,2,40,7,cruz 19840210,-1
luis,cruz,19840210,183,95,R,R,2017,33,Central League,Giants,2B,9,33,32,2,5,4,1,0,0,6,3,0,0,0,1,0,0,0,3,1,cruz 19840210,-1
luis,cruz,19840210,183,95,R,R,2017,33,Pacific League,Golden Eagles,SS,13,37,37,2,6,4,2,0,0,8,2,0,0,0,0,0,0,0,4,1,cruz 19840210,-1
darwin,cubillan,19721115,188,74,R,R,2000,27,AL,TOR,P,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cubillan 19721115,0
darwin,cubillan,19721115,187,77,R,R,2005,33,Central League,Tigers,P,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,cubillan 19721115,1
darwin,cubillan,19721115,187,77,R,R,2006,34,Central League,Tigers,P,49,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,cubillan 19721115,-1
darwin,cubillan,19721115,187,77,R,R,2007,35,Central League,Tigers,P,35,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,cubillan 19721115,-1
yu,darvish,19860816,196,98,R,R,2006,20,Pacific League,Fighters,P,27,6,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,darvish 19860816,0
yu,darvish,19860816,196,98,R,R,2007,21,Pacific League,Fighters,P,26,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,darvish 19860816,0
yu,darvish,19860816,196,98,R,R,2008,22,Pacific League,Fighters,P,25,8,8,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,darvish 19860816,0
yu,darvish,19860816,196,98,R,R,2009,23,Pacific League,Fighters,P,23,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,darvish 19860816,0
yu,darvish,19860816,196,98,R,R,2010,24,Pacific League,Fighters,P,26,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,darvish 19860816,0
yu,darvish,19860816,196,98,R,R,2011,25,Pacific League,Fighters,P,28,7,6,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,darvish 19860816,0
yu,darvish,19860816,196,97,R,R,2012,26,AL,TEX,P,29,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,darvish 19860816,1
yu,darvish,19860816,196,97,R,R,2013,27,AL,TEX,P,32,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,darvish 19860816,-1
yu,darvish,19860816,196,97,R,R,2014,28,AL,TEX,P,22,5,5,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,darvish 19860816,-1
yu,darvish,19860816,196,97,R,R,2016,30,AL,TEX,P,17,3,3,1,1,0,0,0,1,4,1,0,0,0,0,0,0,0,1,1,darvish 19860816,-1
yu,darvish,19860816,196,97,R,R,2017,31,NL,LAN,P,9,20,17,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,14,0,darvish 19860816,-1
yu,darvish,19860816,196,97,R,R,2018,32,NL,CHN,P,8,14,12,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,7,0,darvish 19860816,-1
yu,darvish,19860816,196,97,R,R,2019,33,NL,CHN,P,31,62,56,1,5,5,0,0,0,5,3,0,0,3,1,2,0,0,31,1,darvish 19860816,-1
yu,darvish,19860816,196,97,R,R,2021,35,NL,SDP,P,29,55,53,2,5,3,2,0,0,7,1,0,0,1,0,0,0,1,25,2,darvish 19860816,-1
jack,daugherty,19600703,183,85,B,L,1987,27,NL,MON,1B,11,12,10,1,1,0,1,0,0,2,1,0,0,2,0,0,0,0,3,0,daugherty 19600703,0
jack,daugherty,19600703,183,85,B,L,1989,29,AL,TEX,1B,52,121,106,15,32,25,4,2,1,43,10,2,1,0,3,11,0,1,21,1,daugherty 19600703,0
jack,daugherty,19600703,183,85,B,L,1990,30,AL,TEX,LF,125,339,310,36,93,65,20,2,6,135,47,0,0,2,3,22,0,2,49,4,daugherty 19600703,0
jack,daugherty,19600703,183,85,B,L,1991,31,AL,TEX,LF,58,167,144,8,28,22,3,2,1,38,11,1,0,4,3,16,1,0,23,2,daugherty 19600703,0
jack,daugherty,19600703,183,85,B,L,1992,32,AL,TEX,LF,59,146,127,13,26,17,9,0,0,35,9,2,1,0,2,16,1,1,21,3,daugherty 19600703,0
jack,daugherty,19600703,183,85,B,L,1993,33,NL,CIN,LF,46,71,59,7,13,9,2,0,2,21,9,0,0,0,1,11,0,0,15,0,daugherty 19600703,0
jack,daugherty,19600703,183,85,B,L,1993,33,NL,HOU,RF,4,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,daugherty 19600703,0
jack,daugherty,19600703,180,86,S,L,1996,36,Pacific League,Marines,IF,19,45,42,1,5,3,2,0,0,7,4,0,0,0,0,3,0,0,13,1,daugherty 19600703,1
tom,davey,19730911,201,97,R,R,2001,28,NL,SDN,P,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,davey 19730911,0
tom,davey,19730911,200,103,R,R,2003,30,Central League,Carp,P,16,24,20,2,3,2,0,0,1,6,2,0,0,4,0,0,0,0,11,0,davey 19730911,1
tom,davey,19730911,200,103,R,R,2004,31,Central League,Carp,P,9,19,19,5,5,3,1,0,1,9,3,0,0,0,0,0,0,0,6,0,davey 19730911,-1
tom,davey,19730911,200,103,R,R,2005,32,Central League,Carp,P,18,35,34,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,9,1,davey 19730911,-1
tom,davey,19730911,200,103,R,R,2006,33,Pacific League,Buffaloes,P,24,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,davey 19730911,-1
tom,davey,19730911,200,103,R,R,2007,34,Pacific League,Buffaloes,P,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,davey 19730911,-1
willie,davis,19400415,188,81,L,L,1960,20,NL,LAN,CF,22,94,88,12,28,19,6,1,2,42,10,3,5,2,0,4,2,0,12,1,davis 19400415,0
willie,davis,19400415,188,81,L,L,1961,21,NL,LAN,CF,128,380,339,56,86,49,19,6,12,153,45,12,5,6,3,27,4,5,46,5,davis 19400415,0
willie,davis,19400415,188,81,L,L,1962,22,NL,LAN,CF,157,666,600,103,171,122,18,10,21,272,85,32,7,10,8,42,10,6,72,14,davis 19400415,0
willie,davis,19400415,188,81,L,L,1963,23,NL,LAN,CF,156,555,515,60,126,90,19,8,9,188,60,25,11,6,6,25,6,3,61,9,davis 19400415,0
willie,davis,19400415,188,81,L,L,1964,24,NL,LAN,CF,157,652,613,91,180,138,23,7,12,253,77,42,13,10,6,22,1,1,59,4,davis 19400415,0
willie,davis,19400415,188,81,L,L,1965,25,NL,LAN,CF,142,595,558,52,133,96,24,3,10,193,57,25,9,9,7,14,3,7,81,7,davis 19400415,0
willie,davis,19400415,188,81,L,L,1966,26,NL,LAN,CF,153,653,624,74,177,129,31,6,11,253,61,21,10,5,5,15,2,4,68,4,davis 19400415,0
willie,davis,19400415,188,81,L,L,1967,27,NL,LAN,CF,143,610,569,65,146,104,27,9,6,209,41,20,6,6,3,29,5,3,65,8,davis 19400415,0
willie,davis,19400415,188,81,L,L,1968,28,NL,LAN,CF,160,686,643,86,161,120,24,10,7,226,31,36,10,7,4,31,4,1,88,3,davis 19400415,0
willie,davis,19400415,188,81,L,L,1969,29,NL,LAN,CF,129,540,498,66,155,113,23,8,11,227,59,24,10,0,5,33,5,4,39,11,davis 19400415,0
willie,davis,19400415,188,81,L,L,1970,30,NL,LAN,CF,146,637,593,92,181,134,23,16,8,260,93,38,14,8,6,29,2,1,54,6,davis 19400415,0
